gbifID,date,latitude,longitude,
2864584073,2020-09-12T17:25:00,36.674594,-121.939793,
2862573957,2020-09-06T08:42:00,36.882151,-121.759241,
2862358255,2020-09-07T12:07:00,36.874696,-121.993435,
2862297272,2020-09-07T09:38:00,36.811419,-121.713345,
2860121130,2020-08-31T11:39:00,36.84281,-121.697939,
2859958137,2020-08-31T11:12:00,36.869754,-121.609625,
2859900228,2020-09-01T14:38:29,36.87148,-121.664374,
2856855410,2020-08-26T16:38:00,36.974716,-122.06927,
2856767267,2020-08-25T14:27:00,36.855529,-121.803793,
2856759106,2020-08-16T11:41:34,36.804936,-121.76682,
2856750864,2020-08-22T07:44:00,36.656402,-121.959661,
2856719015,2020-08-23T17:59:13,36.948426,-121.759749,
2856647179,2020-08-24T12:22:00,36.854939,-121.997731,
2856630056,2020-08-23T18:25:47,36.524957,-121.859014,
2856623999,2020-08-23T11:13:00,36.904134,-121.701132,
2851221741,2020-08-07T09:12:00,36.936427,-121.716974,
2851219712,2020-08-07T12:22:00,36.888096,-121.720349,
2851219266,2020-08-04T19:38:00,36.709407,-121.897259,
2850970973,2020-07-11T18:03:00,36.947079,-121.696516,
2850925587,2020-08-20T09:23:00,36.959734,-121.737588,
2850919441,2020-08-19T13:56:00,36.996461,-121.735405,
2850865246,2020-08-04T16:37:00,36.762019,-121.989321,
2850862638,2020-08-04T15:15:00,36.745717,-121.813203,
2850776395,2020-08-17T19:17:00,36.121567,-121.677739,
2850678801,2020-08-05T10:03:15,36.947886,-121.738928,
2850653652,2020-08-04T12:16:00,36.801328,-121.776767,
2826230344,2020-07-22T15:49:04,36.537458,-121.889895,
2823282384,2020-03-11T12:49:56,36.733719,-121.978912,
2823243526,2020-07-10T17:10:22,35.242958,-120.830992,
2823210451,2020-07-21T10:42:00,36.928694,-121.654711,
2823118371,2020-03-11T11:59:29,36.606171,-121.966054,
2823076084,2020-07-19T10:05:30,36.874519,-121.75468,
2823066036,2020-07-19T13:06:00,36.835727,-122.15851,
2818799565,2020-07-16T10:21:00,36.586558,-121.806118,
2818633493,2020-07-10T12:52:52,36.935237,-121.609989,
2818591297,2020-07-13T12:18:00,36.852258,-121.764126,
2814351590,2020-07-01T15:26:00,36.828139,-122.013096,
2814302483,2020-06-28T09:00:00,36.90008,-122.06184,
2814207944,2020-07-06T15:27:00,36.93313,-121.73733,
2813913905,2020-06-25T10:37:00,36.89025,-121.784467,
2803085283,2020-06-20T16:22:00,35.313513,-120.948975,
2803080957,2020-06-14T12:37:00,36.847915,-121.690447,
2803080304,2020-06-12T16:19:00,36.935865,-122.164892,
2803070908,2020-06-14T12:33:00,36.852841,-121.674956,
2803019168,2020-06-20T09:05:00,36.819876,-121.713758,
2803015181,2020-06-20T11:07:00,36.727492,-121.927924,
2802974078,2020-06-20T07:39:00,36.805045,-121.728762,
2802965137,2020-06-20T09:01:00,36.996825,-121.670211,
2802864596,2020-06-20T09:06:00,36.990774,-121.63618,
2802844376,2020-06-21T07:39:00,36.952148,-121.70937,
2802802339,2020-06-15T18:04:50,36.740566,-121.829684,
2802671327,2020-06-17T14:13:00,36.915392,-122.134667,
2802657766,2020-06-15T13:40:00,36.985549,-122.029626,
2641499891,2020-06-06T11:49:30,36.687006,-121.994935,
2641297745,2020-06-05T12:41:44,36.975443,-121.707298,
2634474110,2020-06-02T14:14:00,36.965635,-122.177442,
2634344304,2020-06-03T14:52:00,36.86363,-122.03283,
2634138145,2020-01-10T12:15:00,36.895687,-122.101294,
2634121730,2020-05-31T12:15:27,36.884861,-121.610265,
2626557332,2020-05-19T18:18:00,36.971388,-121.838042,
2626408348,2020-05-08T13:19:22,35.321651,-120.902999,
2626258000,2020-05-17T14:51:00,34.588471,-119.927509,
2626140571,2020-05-06T12:59:01,35.316821,-120.831958,
2611024222,2020-02-20T14:38:00,35.324149,-120.938353,
2603315657,2020-04-13T14:26:00,36.795404,-121.875429,
2603310671,2020-04-13T14:27:00,36.718047,-121.842622,
2596446316,2020-02-09T16:54:58,36.560831,-121.914152,
2596320096,2020-03-25T11:55:00,37.119408,-122.338204,
2596106145,2020-03-15T16:40:00,36.955995,-121.655249,
2596087232,2020-03-20T15:51:00,36.888762,-121.888377,
2596066435,2020-03-17T15:43:00,36.994347,-121.671309,
2580264700,2020-03-15T14:06:00,36.532351,-121.934919,
2580200865,2020-03-16T17:27:30,36.93567,-122.185615,
2580131345,2020-03-14T11:37:00,36.887234,-122.152522,
2579262834,2020-03-05T10:26:00,36.973596,-121.790981,
2579250267,2020-03-06T15:49:06,35.336798,-120.893514,
2579242280,2020-03-08T15:38:45,35.245929,-120.928386,
2576389044,2020-03-01T08:43:00,35.311316,-120.826963,
2576375794,2020-02-22T14:11:05,35.373635,-120.919565,
2574297738,2020-01-31T11:18:15,35.312873,-120.839891,
2574258495,2020-02-15T07:50:28,35.392503,-120.976407,
2574246471,2020-02-07T10:31:00,36.677386,-121.928492,
2574231079,2020-02-03T16:18:00,36.675883,-121.949058,
2574176123,2020-02-03T16:03:00,36.699462,-121.972862,
2574139763,2020-01-28T16:24:00,36.762717,-121.91537,
2574128638,2020-01-30T13:29:22,36.813883,-121.772433,
